,instance,solver_config,abs_improvement
53,corpus-christi-regional-transportation_20130903_2036.gml.lp.gr,jdrasil-b50-n1,0
36,covington_2016-01.gml.lp.gr,jdrasil-b50-n1,0
3,dart-first-state_20151202_1815.gml.lp.gr,jdrasil-b50-n1,1
51,delaware_2016-01.gml.lp.gr,jdrasil-b50-n1,1
25,detroit-department-of-transportation_20151202_1517.gml.lp.gr,jdrasil-b50-n1,1
21,duluth_2016-01.gml.lp.gr,jdrasil-b50-n1,0
76,export-INTERCITES-GTFS-LAST.gml.lp.gr,jdrasil-b50-n1,0
7,foothill-transit_20150902_0101.gml.lp.gr,jdrasil-b50-n1,0
58,fort-worth-transportation-authority_20130923_1559.gml.lp.gr,jdrasil-b50-n1,0
13,grand-river-transit_20151217_1010.gml.lp.gr,jdrasil-b50-n1,0
31,halifax-metro-transit_20151202_1632.gml.lp.gr,jdrasil-b50-n1,1
73,halifax-transit_20150930_1437.gml.lp.gr,jdrasil-b50-n1,1
22,hamilton-street-railway_20151216_1914.gml.lp.gr,jdrasil-b50-n1,0
26,hamilton_on_2016-01.gml.lp.gr,jdrasil-b50-n1,0
35,hampton-roads-transit-hrt_20150930_1511.gml.lp.gr,jdrasil-b50-n1,0
32,hillsborough-area-regional-transit_20151217_1013.gml.lp.gr,jdrasil-b50-n1,0
56,indygo_20120905_1753.gml.lp.gr,jdrasil-b50-n1,1
8,jacksonville-transportation-authority_20151216_1632.gml.lp.gr,jdrasil-b50-n1,0
1202,kingcounty_2016-01.gml.lp.gr,tcs-b100-n1,1
30,kitsap-transit_20151219_0151.gml.lp.gr,jdrasil-b50-n1,0
43,lanta_20151217_1314.gml.lp.gr,jdrasil-b50-n1,0
57,leetran_20150421_1336.gml.lp.gr,jdrasil-b50-n1,0
61,lextran_20140118_0122.gml.lp.gr,jdrasil-b50-n1,0
23,long-island-bus_20110825_1140.gml.lp.gr,jdrasil-b50-n1,1
34,metlink-archiver_20110208_0348.gml.lp.gr,jdrasil-b50-n1,0
9,metlink-archiver_20110625_0239.gml.lp.gr,jdrasil-b50-n1,1
28,metlink-archiver_20110705_0254.gml.lp.gr,jdrasil-b50-n1,1
55,metlink-archiver_20150626_0331.gml.lp.gr,jdrasil-b50-n1,0
66,metro-christchurch_20150918_0928.gml.lp.gr,jdrasil-b50-n1,1
20,metro-transit-system-city-of-madison_20131009_1415.gml.lp.gr,jdrasil-b50-n1,1
11,metropolitan-tulsa-transit-authority_20151202_1954.gml.lp.gr,jdrasil-b50-n1,1
64,mldickens_20150211_2214.gml.lp.gr,jdrasil-b50-n1,0
12,mrc-les-moulins-urbis_20151202_1947.gml.lp.gr,jdrasil-b50-n1,0
69,mrc-les-moulins_20141201_2136.gml.lp.gr,jdrasil-b50-n1,0
1176,mta-bus-company_20140205_0119.gml.lp.gr,tcs-b100-n1,1
6,mta-new-york-city-transit_20150723_2021.gml.lp.gr,jdrasil-b50-n1,1
41,nassau-inter-county-express_20131030_1518.gml.lp.gr,jdrasil-b50-n1,1
0,new_york_bronx_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
70,new_york_manhattan_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
18,new_york_queens_bus_2015-12-23.gml.lp.gr,jdrasil-b50-n1,1
16,north-county-transit-district_20150930_1532.gml.lp.gr,jdrasil-b50-n1,1
14,north_san_diego_county_2016-01.gml.lp.gr,jdrasil-b50-n1,1
74,omnitrans_20151217_1124.gml.lp.gr,jdrasil-b50-n1,1
46,regional-transit-system_20150224_2046.gml.lp.gr,jdrasil-b50-n1,1
7746,regional-transportation-commission-of-southern-nevada_20130315_0353.gml.lp.gr,jdrasil-b100-n1,3
27,rennes_2015-12-18.gml.lp.gr,jdrasil-b50-n1,0
68,riverside-transit-agency_20151216_1636.gml.lp.gr,jdrasil-b50-n1,1
62,sacramento-regional-transit_20151217_1028.gml.lp.gr,jdrasil-b50-n1,1
10,sacramento_2014-06-15.gml.lp.gr,jdrasil-b50-n1,1
67,sacramento_2015-12.gml.lp.gr,jdrasil-b50-n1,1
44,san-joaquin-regional-transit-district-rtd_20151202_1522.gml.lp.gr,jdrasil-b50-n1,0
48,san_joaquin_valley_ca_2016-01.gml.lp.gr,jdrasil-b50-n1,0
40,santa-cruz-metro_20151217_1054.gml.lp.gr,jdrasil-b50-n1,0
1,santa_cruz_ca_2016-01.gml.lp.gr,jdrasil-b50-n1,0
19,sarasota-county-area-transit_20120511_0303.gml.lp.gr,jdrasil-b50-n1,0
4406,semitan_20151217_2118.gml.lp.gr,jdrasil-b150-n1,1
1164,servios-municipalizados-de-transportes-urbanos-de-coimbra_20141110_1635.gml.lp.gr,tcs-b100-n1,1
38,smtd_20151216_1406.gml.lp.gr,jdrasil-b50-n1,1
4,societe-de-transport-de-laval_20151219_0126.gml.lp.gr,jdrasil-b50-n1,0
65,socit-de-transport-de-sherbrooke_20150713_1557.gml.lp.gr,jdrasil-b50-n1,0
29,sonomacounty-ca-us-archiver_20140630_0109.gml.lp.gr,jdrasil-b50-n1,0
54,sonomacounty-ca-us-archiver_20151217_1056.gml.lp.gr,jdrasil-b50-n1,0
7758,southern_nevada_2016-01.gml.lp.gr,jdrasil-b100-n1,3
50,spokane-transit-authority_20151217_1018.gml.lp.gr,jdrasil-b50-n1,0
52,sptrans_20130921_0457.gml.lp.gr,jdrasil-b50-n1,0
47,stib_20150902_2008.gml.lp.gr,jdrasil-b50-n1,1
17,timt4stic_20110831_0329.gml.lp.gr,jdrasil-b50-n1,0
15,transit-authority-of-northern-kentucky_20141225_0110.gml.lp.gr,jdrasil-b50-n1,0
39,transportes-urbanos-de-braga_20150131_2038.gml.lp.gr,jdrasil-b50-n1,1
27071,auckland-transport_20140910_0129.gml.lp.gr,jdrasil-b125-n1,4
27069,auckland_2016-01.gml.lp.gr,jdrasil-b125-n1,4
1272,huston_merge_2015-12.gml.lp.gr,tcs-b100-n1,9
134,lta_20150727_0653.normalized.gml.lp.gr,jdrasil-b50-n1,0
4533,perth_2016-01.gml.lp.gr,jdrasil-b150-n1,3
143,rpsrute@ruter.no_20150309_1432.gml.lp.gr,jdrasil-b50-n1,0
131,rpsrute@ruter.no_20150319_1558.gml.lp.gr,jdrasil-b50-n1,0
146,rpsrute@ruter.no_20150416_0935.gml.lp.gr,jdrasil-b50-n1,0
137,rpsrute@ruter.no_20151217_2005.gml.lp.gr,jdrasil-b50-n1,0
139,ruter.no_20151217_2005.gml.lp.gr,jdrasil-b50-n1,0
4532,santiago.transit_20140625_2014.gml.lp.gr,jdrasil-b150-n1,5
1254,sydney-buses_20131202_0139.gml.lp.gr,tcs-b100-n1,2
144,taisto-transport-aktsiaselts-archiver_20150219_0134.gml.lp.gr,jdrasil-b50-n1,0
148,taisto-transport-aktsiaselts-archiver_20150319_0103.gml.lp.gr,jdrasil-b50-n1,0
126,taisto-transport-aktsiaselts-archiver_20151202_1913.gml.lp.gr,jdrasil-b50-n1,0
135,taisto-transport-aktsiaselts-archiver_20151217_0921.gml.lp.gr,jdrasil-b50-n1,0
140,taisto-transport-aktsiaselts-archiver_20151217_1052.gml.lp.gr,jdrasil-b50-n1,0
142,taisto-transport-aktsiaselts-archiver_20151219_0123.gml.lp.gr,jdrasil-b50-n1,0
129,tec_20150902_2003.gml.lp.gr,jdrasil-b50-n1,1
130,toronto_2016-01.gml.lp.gr,jdrasil-b50-n1,0
16628,transperth-archiver_20091103_0330.gml.lp.gr,tcs-b50-n1,2
141,transperth-archiver_20130706_0329.gml.lp.gr,jdrasil-b50-n1,1
4520,transperth-archiver_20141007_0213.gml.lp.gr,jdrasil-b150-n1,2
1255,ttc_20151217_1257.gml.lp.gr,tcs-b100-n1,4
1260,washington_dc_2015-12.gml.lp.gr,tcs-b100-n1,4
16624,wmata-archiver_20151219_0103.gml.lp.gr,tcs-b50-n1,3
553,move.sh,htd-b175-n1,0
554,results.txt,htd-b175-n1,0
9245,BN_126.dgf,tcs-b125-n1,4
2893,BN_127.dgf,jdrasil-b150-n1,3
2927,BN_128.dgf,jdrasil-b150-n1,2
17791,BN_129.dgf,tcs-b150-n1,3
775,BN_130.dgf,htd-b175-n1,0
5135,BN_131.dgf,tcs-b100-n1,6
2912,BN_132.dgf,jdrasil-b150-n1,3
27671,BN_133.dgf,jdrasil-b125-n1,3
2933,BN_134.dgf,jdrasil-b150-n1,4
772,BN_16-pp-016.dgf,htd-b175-n1,0
2936,BN_16-pp.dgf,jdrasil-b150-n1,2
2905,BN_17-pp.dgf,jdrasil-b150-n1,2
754,BN_18-pp.dgf,htd-b175-n1,0
5168,BN_19-pp.dgf,tcs-b100-n1,1
811,BN_42.dgf,htd-b175-n1,0
769,BN_43.dgf,htd-b175-n1,0
768,BN_44.dgf,htd-b175-n1,0
771,BN_45.dgf,htd-b175-n1,0
789,BN_47-pp.dgf,htd-b175-n1,0
761,BN_47.dgf,htd-b175-n1,0
807,BN_48-pp.dgf,htd-b175-n1,0
762,BN_48.dgf,htd-b175-n1,0
748,BN_49-pp.dgf,htd-b175-n1,0
764,BN_49.dgf,htd-b175-n1,0
750,BN_50-pp.dgf,htd-b175-n1,0
805,BN_50.dgf,htd-b175-n1,0
782,BN_51-pp.dgf,htd-b175-n1,0
752,BN_51.dgf,htd-b175-n1,0
798,BN_52-pp.dgf,htd-b175-n1,0
758,BN_52.dgf,htd-b175-n1,0
796,BN_53.dgf,htd-b175-n1,0
792,BN_54.dgf,htd-b175-n1,0
810,BN_55.dgf,htd-b175-n1,0
793,BN_56.dgf,htd-b175-n1,0
804,BN_57.dgf,htd-b175-n1,0
774,BN_58.dgf,htd-b175-n1,0
801,BN_59.dgf,htd-b175-n1,0
773,BN_60.dgf,htd-b175-n1,0
777,BN_61-pp.dgf,htd-b175-n1,0
742,BN_61.dgf,htd-b175-n1,0
795,BN_62-pp.dgf,htd-b175-n1,0
745,BN_62.dgf,htd-b175-n1,0
794,BN_63.dgf,htd-b175-n1,0
803,BN_64.dgf,htd-b175-n1,0
2929,BN_69.dgf,jdrasil-b150-n1,2
779,BN_74.dgf,htd-b175-n1,0
785,DSJR500.1c.dgf,htd-b175-n1,0
2957,bcs08-pp.dgf-030.dgf,jdrasil-b150-n1,7
2948,coli_primal_graph.dimacs,jdrasil-b150-n1,3
3541,d657.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2895,d657.tsp.dgf,jdrasil-b150-n1,2
755,hamming9-2.dgf,htd-b175-n1,0
790,homer.dgf,htd-b175-n1,0
781,inithx.i.1.dgf,htd-b175-n1,0
791,inithx.i.2.dgf,htd-b175-n1,0
760,inithx.i.3.dgf,htd-b175-n1,0
806,link.dgf,htd-b175-n1,0
770,p654.tsp-pp.dgf,htd-b175-n1,0
788,p654.tsp.dgf,htd-b175-n1,0
759,rat575.tsp-pp.dgf,htd-b175-n1,0
767,rat575.tsp.dgf,htd-b175-n1,0
3567,rat783.tsp-pp.dgf,jdrasil-b75t1800-n1,1
776,rat783.tsp.dgf,htd-b175-n1,0
2906,u574.tsp-pp.dgf,jdrasil-b150-n1,1
5125,u574.tsp.dgf,tcs-b100-n1,2
5147,u724.tsp-pp.dgf,tcs-b100-n1,5
3555,u724.tsp.dgf,jdrasil-b75t1800-n1,3
2949,vibrio_primal_graph.dimacs,jdrasil-b150-n1,2
3509,vm1084.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2915,yeast_primal_graph.dimacs,jdrasil-b150-n1,1
2778,1a62_graph-pp.dimacs,jdrasil-b150-n1,3
2859,1a62_graph.dimacs,jdrasil-b150-n1,3
2783,1aac_graph-pp.dimacs,jdrasil-b150-n1,7
2809,1aac_graph.dimacs,jdrasil-b150-n1,7
2816,1b0n_graph.dimacs,jdrasil-b150-n1,2
2840,1bkb_graph-pp.dimacs,jdrasil-b150-n1,3
2768,1bkb_graph.dimacs,jdrasil-b150-n1,3
2761,1bkf_graph-pp.dimacs,jdrasil-b150-n1,2
2819,1bkf_graph.dimacs,jdrasil-b150-n1,2
5043,1bkr_graph.dimacs,tcs-b100-n1,12
2867,1cuk_graph-pp.dimacs,jdrasil-b150-n1,1
2817,1cuk_graph.dimacs,jdrasil-b150-n1,1
2883,1d4t_graph.dimacs,jdrasil-b150-n1,4
625,1dd3_graph-pp.dimacs,htd-b175-n1,0
640,1dd3_graph.dimacs,htd-b175-n1,0
2871,1erv_graph.dimacs,jdrasil-b150-n1,6
2730,1f9m_graph.dimacs,jdrasil-b150-n1,2
2849,1fpo_graph-pp.dimacs,jdrasil-b150-n1,7
2804,1fpo_graph.dimacs,jdrasil-b150-n1,7
2781,1fs1_graph.dimacs,jdrasil-b150-n1,3
2818,1g3p_graph-pp.dimacs,jdrasil-b150-n1,4
2793,1g3p_graph.dimacs,jdrasil-b150-n1,4
2780,1gef_graph-pp.dimacs,jdrasil-b150-n1,8
2858,1gef_graph.dimacs,jdrasil-b150-n1,8
2861,1i0v_graph.dimacs,jdrasil-b150-n1,6
2779,1iib_graph-pp.dimacs,jdrasil-b150-n1,4
2757,1iib_graph.dimacs,jdrasil-b150-n1,4
2796,1jhg_graph.dimacs,jdrasil-b150-n1,1
2773,1lkk_graph.dimacs,jdrasil-b150-n1,9
2775,1on2_graph-pp.dimacs,jdrasil-b150-n1,4
2787,1on2_graph.dimacs,jdrasil-b150-n1,4
628,1or7_graph-pp.dimacs,htd-b175-n1,0
589,1or7_graph.dimacs,htd-b175-n1,0
10658,1rro_graph.dimacs,tcs-b75-n1,7
10605,BN_0.dgf,tcs-b75-n1,2
600,BN_1.dgf,htd-b175-n1,0
2782,BN_11.dgf,jdrasil-b150-n1,1
10704,BN_126-pp.dgf,tcs-b75-n1,3
2747,BN_127-pp.dgf,jdrasil-b150-n1,1
2813,BN_128-pp.dgf,jdrasil-b150-n1,2
2732,BN_129-pp.dgf,jdrasil-b150-n1,5
10609,BN_13.dgf,tcs-b75-n1,4
688,BN_130-pp.dgf,htd-b175-n1,0
10660,BN_131-pp.dgf,tcs-b75-n1,5
10752,BN_132-pp.dgf,tcs-b75-n1,2
2845,BN_133-pp.dgf,jdrasil-b150-n1,1
5095,BN_134-pp.dgf,tcs-b100-n1,5
2825,BN_14.dgf,jdrasil-b150-n1,3
2806,BN_15.dgf,jdrasil-b150-n1,3
2731,BN_2.dgf,jdrasil-b150-n1,3
585,BN_3.dgf,htd-b175-n1,0
10667,BN_4.dgf,tcs-b75-n1,1
5009,BN_46-pp.dgf,tcs-b100-n1,4
2852,BN_5-pp.dgf,jdrasil-b150-n1,3
2827,BN_5.dgf,jdrasil-b150-n1,4
2835,BN_6-pp.dgf,jdrasil-b150-n1,1
2765,BN_6.dgf,jdrasil-b150-n1,1
2848,BN_8.dgf,jdrasil-b150-n1,2
2877,BN_9.dgf,jdrasil-b150-n1,3
637,DSJC125.9.dgf,htd-b175-n1,0
733,a280.tsp-pp.dgf-003.dgf,htd-b175-n1,0
680,anna.dgf,htd-b175-n1,0
652,bcs03.graph,htd-b175-n1,0
685,bcs04.graph,htd-b175-n1,0
605,bcs05.graph,htd-b175-n1,0
739,bcs05.graph-003.dgf,htd-b175-n1,0
2831,bier127.tsp-pp.dgf,jdrasil-b150-n1,1
2745,bier127.tsp.dgf,jdrasil-b150-n1,1
2846,buchnera_primal_graph-pp.dgf,jdrasil-b150-n1,2
4989,celar01-pp.dgf,tcs-b100-n1,1
675,celar01-wpp.dgf,htd-b175-n1,0
706,celar02.dgf,htd-b175-n1,0
2814,celar04-pp.dgf,jdrasil-b150-n1,1
730,celar04-wpp.dgf,htd-b175-n1,0
595,celar06.dgf,htd-b175-n1,0
692,celar07pp.dgf,htd-b175-n1,0
689,celar08-pp.dgf,htd-b175-n1,0
602,celar08-wpp.dgf,htd-b175-n1,0
679,celar08pp-pp.dgf,htd-b175-n1,0
622,celar10-pp.dgf,htd-b175-n1,0
705,celar10-wpp.dgf,htd-b175-n1,0
662,ch130.tsp-pp.dgf,htd-b175-n1,0
2875,ch130.tsp.dgf,jdrasil-b150-n1,1
656,ch150.tsp-pp.dgf,htd-b175-n1,0
698,ch150.tsp.dgf,htd-b175-n1,0
2881,d198.tsp-pp.dgf,jdrasil-b150-n1,1
2769,d198.tsp.dgf,jdrasil-b150-n1,2
645,diabetes-pp.dgf,htd-b175-n1,0
736,eil101.tsp-pp.dgf,htd-b175-n1,0
2839,eil101.tsp.dgf,jdrasil-b150-n1,2
2752,games120-pp-002.dgf,jdrasil-b150-n1,4
716,games120-pp.dgf,htd-b175-n1,0
2866,games120-pp.dgf-004.dgf,jdrasil-b150-n1,4
738,games120.dgf,htd-b175-n1,0
659,graph01.dgf,htd-b175-n1,0
2890,graph02-pp-001.dgf,jdrasil-b150-n1,1
26784,graph02-pp.dgf,jdrasil-b75-n1,2
2753,graph02-wpp.dgf,jdrasil-b150-n1,1
2853,graph03.dgf,jdrasil-b150-n1,1
2843,graph04-pp-001.dgf,jdrasil-b150-n1,5
2784,graph04-pp.dgf,jdrasil-b150-n1,5
2822,graph04-wpp.dgf,jdrasil-b150-n1,5
2759,graph05.dgf,jdrasil-b150-n1,1
2868,graph06-pp-001.dgf,jdrasil-b150-n1,2
2889,graph06-pp.dgf,jdrasil-b150-n1,2
2833,graph06-wpp.dgf,jdrasil-b150-n1,2
2800,graph06pp.dgf,jdrasil-b150-n1,1
2763,graph07-pp-001.dgf,jdrasil-b150-n1,2
2856,graph07-pp.dgf,jdrasil-b150-n1,2
2760,graph07-wpp.dgf,jdrasil-b150-n1,3
666,kroA100.tsp.dgf,htd-b175-n1,0
677,kroA150.tsp-pp.dgf,htd-b175-n1,0
584,kroA150.tsp.dgf,htd-b175-n1,0
2798,kroA200.tsp-pp.dgf,jdrasil-b150-n1,1
590,kroB100.tsp.dgf,htd-b175-n1,0
2872,kroB150.tsp-pp.dgf,jdrasil-b150-n1,1
2874,kroB150.tsp.dgf,jdrasil-b150-n1,2
2812,kroB200.tsp-pp.dgf,jdrasil-b150-n1,1
2791,kroC100.tsp.dgf,jdrasil-b150-n1,1
636,kroE100.tsp.dgf,htd-b175-n1,0
601,lin105.tsp.dgf,htd-b175-n1,0
615,miles1000.dgf,htd-b175-n1,0
2742,miles1000a.dgf,jdrasil-b150-n1,1
671,miles1500.dgf,htd-b175-n1,0
618,miles250.dgf,htd-b175-n1,0
621,miles500.dgf,htd-b175-n1,0
683,miles750.dgf,htd-b175-n1,0
613,mulsol.i.1.dgf,htd-b175-n1,0
648,mulsol.i.2-pp.dgf,htd-b175-n1,0
606,mulsol.i.2.dgf,htd-b175-n1,0
639,mulsol.i.3-pp.dgf,htd-b175-n1,0
701,mulsol.i.3.dgf,htd-b175-n1,0
721,mulsol.i.4-pp.dgf,htd-b175-n1,0
729,mulsol.i.4.dgf,htd-b175-n1,0
731,mulsol.i.5-pp.dgf,htd-b175-n1,0
594,mulsol.i.5.dgf,htd-b175-n1,0
609,munin1.dgf,htd-b175-n1,0
715,munin2-pp.dgf,htd-b175-n1,0
599,munin3-wpp.dgf,htd-b175-n1,0
720,myciel7.dgf,htd-b175-n1,0
702,pathfinder.dgf,htd-b175-n1,0
2807,pigs-wpp.dgf,jdrasil-b150-n1,1
2795,pr107.tsp.dgf,jdrasil-b150-n1,1
711,pr124.tsp.dgf,htd-b175-n1,0
654,pr136.tsp-pp.dgf,htd-b175-n1,0
2863,pr136.tsp.dgf,jdrasil-b150-n1,2
681,pr144.tsp-pp.dgf,htd-b175-n1,0
2746,pr144.tsp.dgf,jdrasil-b150-n1,1
586,pr152.tsp-pp.dgf,htd-b175-n1,0
623,pr152.tsp.dgf,htd-b175-n1,0
617,pr226.tsp-pp.dgf,htd-b175-n1,0
693,queen10_10.dgf,htd-b175-n1,0
724,queen11_11.dgf,htd-b175-n1,0
708,queen12_12.dgf,htd-b175-n1,0
587,queen13_13.dgf,htd-b175-n1,0
737,queen14_14.dgf,htd-b175-n1,0
2876,rat195.tsp-pp.dgf,jdrasil-b150-n1,1
2821,rat195.tsp.dgf,jdrasil-b150-n1,1
2802,rd100.tsp.dgf,jdrasil-b150-n1,1
591,u159.tsp-pp.dgf,htd-b175-n1,0
695,u159.tsp.dgf,htd-b175-n1,0
540,BN_20-pp.dgf,htd-b175-n1,0
495,BN_21-pp.dgf,htd-b175-n1,0
513,BN_24.dgf,htd-b175-n1,0
485,BN_25.dgf,htd-b175-n1,0
9001,BN_30-pp.dgf,tcs-b125-n1,6
2623,BN_30.dgf,jdrasil-b150-n1,4
539,BN_31-pp.dgf,htd-b175-n1,0
8981,BN_31.dgf,tcs-b125-n1,4
9015,BN_32-pp.dgf,tcs-b125-n1,7
2681,BN_32.dgf,jdrasil-b150-n1,3
9012,BN_33-pp.dgf,tcs-b125-n1,5
27399,BN_33.dgf,jdrasil-b125-n1,5
2684,BN_34-pp.dgf,jdrasil-b150-n1,2
27419,BN_34.dgf,jdrasil-b125-n1,2
9025,BN_35-pp.dgf,tcs-b125-n1,9
8992,BN_35.dgf,tcs-b125-n1,3
534,BN_36-pp.dgf,htd-b175-n1,0
9013,BN_36.dgf,tcs-b125-n1,5
2669,BN_37-pp.dgf,jdrasil-b150-n1,7
2655,BN_37.dgf,jdrasil-b150-n1,9
2639,BN_38-pp.dgf,jdrasil-b150-n1,4
9024,BN_38.dgf,tcs-b125-n1,7
27423,BN_39-pp.dgf,jdrasil-b125-n1,7
2674,BN_39.dgf,jdrasil-b150-n1,1
2635,BN_40-pp.dgf,jdrasil-b150-n1,2
17501,BN_40.dgf,tcs-b150-n1,2
8991,BN_41-pp.dgf,tcs-b125-n1,3
27400,BN_41.dgf,jdrasil-b125-n1,1
518,BN_70-pp.dgf,htd-b175-n1,0
4903,BN_71-pp.dgf,tcs-b100-n1,4
2665,BN_71.dgf,jdrasil-b150-n1,4
27409,BN_72-pp.dgf,jdrasil-b125-n1,4
2691,BN_73-pp.dgf,jdrasil-b150-n1,3
488,BN_75-pp.dgf,htd-b175-n1,0
529,BN_75.dgf,htd-b175-n1,0
2656,BN_76-pp.dgf,jdrasil-b150-n1,2
2692,BN_77.dgf,jdrasil-b150-n1,1
511,bcs08.graph,htd-b175-n1,0
2622,d1291.tsp-pp.dgf,jdrasil-b150-n1,5
3247,d1291.tsp.dgf,jdrasil-b75t1800-n1,4
8974,d1655.tsp-pp.dgf,tcs-b125-n1,1
2631,d1655.tsp.dgf,jdrasil-b150-n1,2
505,fl1400.tsp-pp.dgf,htd-b175-n1,0
496,fl1400.tsp.dgf,htd-b175-n1,0
491,fl1577.tsp-pp.dgf,htd-b175-n1,0
3282,fl1577.tsp.dgf,jdrasil-b75t1800-n1,3
541,munin2.dgf,htd-b175-n1,0
509,munin3.dgf,htd-b175-n1,0
510,munin4.dgf,htd-b175-n1,0
484,munin_kgo_complete.dgf,htd-b175-n1,0
11128,nrw1379.tsp-pp.dgf,htd-b150-n1,2
27450,nrw1379.tsp.dgf,jdrasil-b125-n1,7
8978,pcb1173.tsp-pp.dgf,tcs-b125-n1,4
27441,pcb1173.tsp.dgf,jdrasil-b125-n1,3
523,pignet2-pp.dgf,htd-b175-n1,0
492,pignet2-wpp.dgf,htd-b175-n1,0
2630,pr1002.tsp-pp.dgf,jdrasil-b150-n1,2
4918,pr1002.tsp.dgf,tcs-b100-n1,2
3289,rl1304.tsp-pp.dgf,jdrasil-b75t1800-n1,2
2687,rl1304.tsp.dgf,jdrasil-b150-n1,1
479,rl1323.tsp-pp.dgf,htd-b175-n1,0
4886,rl1323.tsp.dgf,tcs-b100-n1,1
4904,rl1889.tsp-pp.dgf,tcs-b100-n1,2
4854,rl1889.tsp.dgf,tcs-b100-n1,1
4912,u1060.tsp-pp.dgf,tcs-b100-n1,5
4881,u1432.tsp-pp.dgf,tcs-b100-n1,2
4915,u1432.tsp.dgf,tcs-b100-n1,5
8998,u1817.tsp-pp.dgf,tcs-b125-n1,5
2647,u1817.tsp.dgf,jdrasil-b150-n1,2
2686,vm1084.tsp.dgf,jdrasil-b150-n1,1
3266,vm1748.tsp-pp.dgf,jdrasil-b75t1800-n1,4
3233,vm1748.tsp.dgf,jdrasil-b75t1800-n1,1
390,BN_42-pp.dgf,htd-b175-n1,0
395,BN_43-pp.dgf,htd-b175-n1,0
321,BN_44-pp.dgf,htd-b175-n1,0
365,BN_45-pp.dgf,htd-b175-n1,0
4699,BN_46.dgf,tcs-b100-n1,4
3159,BN_53-pp.dgf,jdrasil-b75t1800-n1,8
3076,BN_54-pp.dgf,jdrasil-b75t1800-n1,7
10358,BN_55-pp.dgf,tcs-b75-n1,7
10362,BN_56-pp.dgf,tcs-b75-n1,9
2529,BN_57-pp.dgf,jdrasil-b150-n1,9
4813,BN_58-pp.dgf,tcs-b100-n1,9
381,BN_59-pp.dgf,htd-b175-n1,0
3122,BN_60-pp.dgf,jdrasil-b75t1800-n1,1
4780,BN_63-pp.dgf,tcs-b100-n1,2
394,BN_64-pp.dgf,htd-b175-n1,0
3140,BN_65-pp.dgf,jdrasil-b75t1800-n1,4
336,BN_65.dgf,htd-b175-n1,0
429,BN_66-pp.dgf,htd-b175-n1,0
344,BN_66.dgf,htd-b175-n1,0
2506,BN_67-pp.dgf,jdrasil-b150-n1,3
411,BN_67.dgf,htd-b175-n1,0
2501,BN_68-pp.dgf,jdrasil-b150-n1,3
456,BN_68.dgf,htd-b175-n1,0
2503,BN_69-pp.dgf,jdrasil-b150-n1,3
385,BN_74-pp.dgf,htd-b175-n1,0
2556,BN_77-pp.dgf,jdrasil-b150-n1,2
436,BN_80.dgf,htd-b175-n1,0
363,BN_81.dgf,htd-b175-n1,0
464,BN_82.dgf,htd-b175-n1,0
428,BN_83.dgf,htd-b175-n1,0
315,BN_84.dgf,htd-b175-n1,0
419,BN_85.dgf,htd-b175-n1,0
328,BN_86.dgf,htd-b175-n1,0
361,BN_87.dgf,htd-b175-n1,0
334,BN_88.dgf,htd-b175-n1,0
322,BN_89.dgf,htd-b175-n1,0
446,BN_90.dgf,htd-b175-n1,0
406,BN_91.dgf,htd-b175-n1,0
402,BN_92.dgf,htd-b175-n1,0
458,BN_93.dgf,htd-b175-n1,0
367,a280.tsp-pp.dgf,htd-b175-n1,0
463,a280.tsp.dgf,htd-b175-n1,0
388,bcs06-pp.dgf,htd-b175-n1,0
347,bcs06.graph,htd-b175-n1,0
319,boblo.dgf,htd-b175-n1,0
2536,buchnera_primal_graph.dimacs,jdrasil-b150-n1,2
421,celar01.dgf,htd-b175-n1,0
2538,celar03.dgf,jdrasil-b150-n1,1
332,celar04.dgf,htd-b175-n1,0
338,celar05.dgf,htd-b175-n1,0
405,celar07.dgf,htd-b175-n1,0
443,celar08.dgf,htd-b175-n1,0
370,celar08pp.dgf,htd-b175-n1,0
410,celar10.dgf,htd-b175-n1,0
342,celar11.dgf,htd-b175-n1,0
2540,coli_primal_graph-pp.dgf,jdrasil-b150-n1,3
4707,d493.tsp-pp.dgf,tcs-b100-n1,5
2492,d493.tsp.dgf,jdrasil-b150-n1,4
403,diabetes-wpp.dgf,htd-b175-n1,0
424,diabetes.dgf,htd-b175-n1,0
434,fl417.tsp-pp.dgf,htd-b175-n1,0
450,fl417.tsp.dgf,htd-b175-n1,0
415,fpsol2.i.1-pp.dgf,htd-b175-n1,0
348,fpsol2.i.1.dgf,htd-b175-n1,0
358,fpsol2.i.2-pp.dgf,htd-b175-n1,0
393,fpsol2.i.2.dgf,htd-b175-n1,0
362,fpsol2.i.3-pp.dgf,htd-b175-n1,0
412,fpsol2.i.3.dgf,htd-b175-n1,0
2515,gil262.tsp-pp.dgf,jdrasil-b150-n1,2
2478,gil262.tsp.dgf,jdrasil-b150-n1,2
339,graph02.dgf,htd-b175-n1,0
2489,graph04.dgf,jdrasil-b150-n1,5
3131,graph06.dgf,jdrasil-b75t1800-n1,2
3089,graph07.dgf,jdrasil-b75t1800-n1,2
